Código do alimento,Descrição do alimento,Código da preparação,Descrição da preparação,Energia (kcal),Proteína (g),Lipídios totais (g),Carboidrato (g),Fibra alimentar total (g),Colesterol (mg),AG Saturados (g),AG Mono (g),AG Poli (g),AG Linoléico (g),AG Linolênico (g),AG Trans total(g),Açúcar total (g),Açúcar de adição (g),Cálcio (mg),Magnésio (mg),Manganês (mg),Fósforo (mg),Ferro (mg),Sódio (mg),Sódio de adição (mg),Potássio (mg),Cobre (mg),Zinco (mg),Selênio (mcg),Retinol (mcg),Vitamina A (RAE) (mcg),Tiamina (mg),Riboflavina (mg),Niacina (mg),Niacina (NE) (mg),Piridoxina (mg),Cobalamina (mcg),Folato (DFE) (mcg),Vitamina D (mcg),Vitamina E (mg),Vitamina C (mg),Grupo Alimentar
7800103,Frango inteiro,3.0,Grelhado(a)/brasa/churrasco,239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800103,Frango inteiro,4.0,Assado(a),239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800103,Frango inteiro,5.0,Frito(a),261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800103,Frango inteiro,6.0,Empanado(a)/à milanesa,277.837,27.759,16.207,3.392,0.135,88,4.198,5.928,4.468,3.893,0.285,0.464,0.014,-,15.667,23.978,0.05,186.8,1.468,82.089,333,227.756,0.072,1.971,26.581,48,48,0.098,0.19,8.749,13.927,0.402,0.3,14.067,0.3,0.482,-,12
7800103,Frango inteiro,7.0,Refogado(a),261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800103,Frango inteiro,8.0,Molho vermelho,196,22.104,10.916,1.076,0.3,70.4,3.037,4.277,2.391,2.07,0.089,0.36,0.85,-,14.6,21.6,0.037,150.8,1.212,170.4,333,244.6,0.076,1.592,19.16,38.4,41.883,0.055,0.148,6.985,11.085,0.339,0.24,6.2,0.24,0.5,1.4,12
7800103,Frango inteiro,13.0,Ensopado,261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800301,Parte de galinha ou frango não especificada,1.0,Cru(a),239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800301,Parte de galinha ou frango não especificada,2.0,Cozido(a),239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800301,Parte de galinha ou frango não especificada,3.0,Grelhado(a)/brasa/churrasco,239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800301,Parte de galinha ou frango não especificada,4.0,Assado(a),239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800301,Parte de galinha ou frango não especificada,5.0,Frito(a),261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800301,Parte de galinha ou frango não especificada,6.0,Empanado(a)/à milanesa,277.837,27.759,16.207,3.392,0.135,88,4.198,5.928,4.468,3.893,0.285,0.464,0.014,-,15.667,23.978,0.05,186.8,1.468,82.089,333,227.756,0.072,1.971,26.581,48,48,0.098,0.19,8.749,13.927,0.402,0.3,14.067,0.3,0.482,-,12
7800301,Parte de galinha ou frango não especificada,7.0,Refogado(a),261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800301,Parte de galinha ou frango não especificada,8.0,Molho vermelho,196,22.104,10.916,1.076,0.3,70.4,3.037,4.277,2.391,2.07,0.089,0.36,0.85,-,14.6,21.6,0.037,150.8,1.212,170.4,333,244.6,0.076,1.592,19.16,38.4,41.883,0.055,0.148,6.985,11.085,0.339,0.24,6.2,0.24,0.5,1.4,12
7800301,Parte de galinha ou frango não especificada,13.0,Ensopado,261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800301,Parte de galinha ou frango não especificada,99.0,Não se aplica,239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800302,Frango em pedaços,1.0,Cru(a),239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800302,Frango em pedaços,2.0,Cozido(a),239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800302,Frango em pedaços,3.0,Grelhado(a)/brasa/churrasco,239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800302,Frango em pedaços,4.0,Assado(a),239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800302,Frango em pedaços,5.0,Frito(a),261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800302,Frango em pedaços,6.0,Empanado(a)/à milanesa,277.837,27.759,16.207,3.392,0.135,88,4.198,5.928,4.468,3.893,0.285,0.464,0.014,-,15.667,23.978,0.05,186.8,1.468,82.089,333,227.756,0.072,1.971,26.581,48,48,0.098,0.19,8.749,13.927,0.402,0.3,14.067,0.3,0.482,-,12
7800302,Frango em pedaços,7.0,Refogado(a),261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800302,Frango em pedaços,8.0,Molho vermelho,196,22.104,10.916,1.076,0.3,70.4,3.037,4.277,2.391,2.07,0.089,0.36,0.85,-,14.6,21.6,0.037,150.8,1.212,170.4,333,244.6,0.076,1.592,19.16,38.4,41.883,0.055,0.148,6.985,11.085,0.339,0.24,6.2,0.24,0.5,1.4,12
7800302,Frango em pedaços,9.0,Molho branco,226.785,22.6,13.707,1.849,0.043,72.352,3.739,4.928,3.678,3.195,0.251,0.394,1.031,-,34.364,20.668,0.026,164.749,1.079,120.598,333,207.919,0.057,1.639,21.266,43.866,43.95,0.069,0.176,6.885,11.222,0.328,0.326,7.528,0.435,0.407,0.004,12
7800302,Frango em pedaços,10.0,Ao alho e óleo,261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800302,Frango em pedaços,11.0,Com manteiga/óleo,192.137,30.933,6.675,0.002,-,90.738,2.641,2.101,1.061,0.813,0.048,0.177,0.003,-,15.641,27.053,0.017,216.641,1.061,92.374,333,247.641,0.05,1.232,24.427,26.909,27.261,0.065,0.117,12.422,18.444,0.6,0.345,4.08,0.237,0.332,-,12
7800302,Frango em pedaços,13.0,Ensopado,261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800302,Frango em pedaços,15.0,Sopa,31.471,1.612,1.064,3.637,0.128,3.194,0.309,0.447,0.228,0.206,0.013,0.017,0.105,-,5.22,3.255,0.083,18.477,0.237,343.654,-,37.023,0.027,0.153,1.55,0.469,25.419,0.024,0.014,0.75,1.016,0.031,0.031,6.045,0.012,0.066,0.105,12
7800302,Frango em pedaços,99.0,Não se aplica,239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800303,Galinha em pedaços ,2.0,Cozido(a),239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800303,Galinha em pedaços ,3.0,Grelhado(a)/brasa/churrasco,239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800303,Galinha em pedaços ,4.0,Assado(a),239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800303,Galinha em pedaços ,5.0,Frito(a),261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800303,Galinha em pedaços ,6.0,Empanado(a)/à milanesa,277.837,27.759,16.207,3.392,0.135,88,4.198,5.928,4.468,3.893,0.285,0.464,0.014,-,15.667,23.978,0.05,186.8,1.468,82.089,333,227.756,0.072,1.971,26.581,48,48,0.098,0.19,8.749,13.927,0.402,0.3,14.067,0.3,0.482,-,12
7800303,Galinha em pedaços ,7.0,Refogado(a),261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800303,Galinha em pedaços ,8.0,Molho vermelho,196,22.104,10.916,1.076,0.3,70.4,3.037,4.277,2.391,2.07,0.089,0.36,0.85,-,14.6,21.6,0.037,150.8,1.212,170.4,333,244.6,0.076,1.592,19.16,38.4,41.883,0.055,0.148,6.985,11.085,0.339,0.24,6.2,0.24,0.5,1.4,12
7800303,Galinha em pedaços ,9.0,Molho branco,226.785,22.6,13.707,1.849,0.043,72.352,3.739,4.928,3.678,3.195,0.251,0.394,1.031,-,34.364,20.668,0.026,164.749,1.079,120.598,333,207.919,0.057,1.639,21.266,43.866,43.95,0.069,0.176,6.885,11.222,0.328,0.326,7.528,0.435,0.407,0.004,12
7800303,Galinha em pedaços ,13.0,Ensopado,261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800304,Carne de galinha ,1.0,Cru(a),239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800304,Carne de galinha ,2.0,Cozido(a),239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800304,Carne de galinha ,3.0,Grelhado(a)/brasa/churrasco,239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800304,Carne de galinha ,4.0,Assado(a),239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800304,Carne de galinha ,5.0,Frito(a),261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800304,Carne de galinha ,6.0,Empanado(a)/à milanesa,277.837,27.759,16.207,3.392,0.135,88,4.198,5.928,4.468,3.893,0.285,0.464,0.014,-,15.667,23.978,0.05,186.8,1.468,82.089,333,227.756,0.072,1.971,26.581,48,48,0.098,0.19,8.749,13.927,0.402,0.3,14.067,0.3,0.482,-,12
7800304,Carne de galinha ,7.0,Refogado(a),239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800304,Carne de galinha ,8.0,Molho vermelho,261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800304,Carne de galinha ,9.0,Molho branco,226.785,22.6,13.707,1.849,0.043,72.352,3.739,4.928,3.678,3.195,0.251,0.394,1.031,-,34.364,20.668,0.026,164.749,1.079,120.598,333,207.919,0.057,1.639,21.266,43.866,43.95,0.069,0.176,6.885,11.222,0.328,0.326,7.528,0.435,0.407,0.004,12
7800304,Carne de galinha ,13.0,Ensopado,261.659,27.3,16.163,-,-,88,4.191,5.924,4.45,3.876,0.284,0.464,-,-,15,23,0.02,182,1.261,82,333,223,0.066,1.94,25.075,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.48,-,12
7800304,Carne de galinha ,15.0,Sopa,31.471,1.612,1.064,3.637,0.128,3.194,0.309,0.447,0.228,0.206,0.013,0.017,0.105,-,5.22,3.255,0.083,18.477,0.237,343.654,-,37.023,0.027,0.153,1.55,0.469,25.419,0.024,0.014,0.75,1.016,0.031,0.031,6.045,0.012,0.066,0.105,12
7800304,Carne de galinha ,99.0,Não se aplica,239,27.3,13.6,-,-,88,3.79,5.34,2.97,2.57,0.11,0.45,-,-,15,23,0.02,182,1.26,82,333,223,0.066,1.94,23.9,48,48,0.063,0.168,8.487,13.57,0.4,0.3,5,0.3,0.27,-,12
7800401,Peito de galinha ou frango,1.0,Cru(a),173,30.91,4.51,-,-,85,1.27,1.54,0.98,0.74,0.04,0.09,-,-,15,27,0.017,216,1.06,77,333,247,0.05,1.23,24.4,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.27,-,12
7800401,Peito de galinha ou frango,2.0,Cozido(a),173,30.91,4.51,-,-,85,1.27,1.54,0.98,0.74,0.04,0.09,-,-,15,27,0.017,216,1.06,77,333,247,0.05,1.23,24.4,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.27,-,12
7800401,Peito de galinha ou frango,3.0,Grelhado(a)/brasa/churrasco,173,30.91,4.51,-,-,85,1.27,1.54,0.98,0.74,0.04,0.09,-,-,15,27,0.017,216,1.06,77,333,247,0.05,1.23,24.4,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.27,-,12
7800401,Peito de galinha ou frango,4.0,Assado(a),173,30.91,4.51,-,-,85,1.27,1.54,0.98,0.74,0.04,0.09,-,-,15,27,0.017,216,1.06,77,333,247,0.05,1.23,24.4,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.27,-,12
7800401,Peito de galinha ou frango,5.0,Frito(a),195.659,30.91,7.073,-,-,85,1.671,2.124,2.46,2.046,0.214,0.104,-,-,15,27,0.017,216,1.061,77,333,247,0.05,1.23,25.575,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.48,-,12
7800401,Peito de galinha ou frango,6.0,Empanado(a)/à milanesa,211.837,31.369,7.117,3.392,0.135,85,1.678,2.128,2.478,2.063,0.215,0.104,0.014,-,15.667,27.978,0.047,220.8,1.268,77.089,333,251.756,0.056,1.261,27.081,9,9,0.1,0.138,12.683,18.794,0.602,0.34,13.067,0.2,0.482,-,12
7800401,Peito de galinha ou frango,7.0,Refogado(a),195.659,30.91,7.073,-,-,85,1.671,2.124,2.46,2.046,0.214,0.104,-,-,15,27,0.017,216,1.061,77,333,247,0.05,1.23,25.575,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.48,-,12
7800401,Peito de galinha ou frango,8.0,Molho vermelho,143.2,24.992,3.644,1.076,0.3,68,1.021,1.237,0.799,0.606,0.033,0.072,0.85,-,14.6,24.8,0.035,178,1.052,166.4,333,263.8,0.063,1.024,19.56,7.2,10.683,0.057,0.106,10.132,14.978,0.499,0.272,5.4,0.16,0.5,1.4,12
7800401,Peito de galinha ou frango,9.0,Molho branco,170.99,25.507,6.097,1.851,0.043,74.833,2.548,1.869,0.897,0.682,0.054,0.169,1.033,-,34.879,23.912,0.024,192.493,0.918,82.517,333,227.654,0.044,1.073,20.689,27.897,28.281,0.071,0.136,10.033,15.121,0.488,0.362,6.796,0.387,0.281,0.004,12
7800401,Peito de galinha ou frango,13.0,Ensopado,195.659,30.91,7.073,-,-,85,1.671,2.124,2.46,2.046,0.214,0.104,-,-,15,27,0.017,216,1.061,77,333,247,0.05,1.23,25.575,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.48,-,12
7800401,Peito de galinha ou frango,15.0,Sopa,31.471,1.612,1.064,3.637,0.128,3.194,0.309,0.447,0.228,0.206,0.013,0.017,0.105,-,5.22,3.255,0.083,18.477,0.237,343.654,-,37.023,0.027,0.153,1.55,0.469,25.419,0.024,0.014,0.75,1.016,0.031,0.031,6.045,0.012,0.066,0.105,12
7800401,Peito de galinha ou frango,99.0,Não se aplica,173,30.91,4.51,-,-,85,1.27,1.54,0.98,0.74,0.04,0.09,-,-,15,27,0.017,216,1.06,77,333,247,0.05,1.23,24.4,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.27,-,12
7800402,Filé de frango,1.0,Cru(a),173,30.91,4.51,-,-,85,1.27,1.54,0.98,0.74,0.04,0.09,-,-,15,27,0.017,216,1.06,77,333,247,0.05,1.23,24.4,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.27,-,12
7800402,Filé de frango,2.0,Cozido(a),173,30.91,4.51,-,-,85,1.27,1.54,0.98,0.74,0.04,0.09,-,-,15,27,0.017,216,1.06,77,333,247,0.05,1.23,24.4,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.27,-,12
7800402,Filé de frango,3.0,Grelhado(a)/brasa/churrasco,173,30.91,4.51,-,-,85,1.27,1.54,0.98,0.74,0.04,0.09,-,-,15,27,0.017,216,1.06,77,333,247,0.05,1.23,24.4,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.27,-,12
7800402,Filé de frango,4.0,Assado(a),173,30.91,4.51,-,-,85,1.27,1.54,0.98,0.74,0.04,0.09,-,-,15,27,0.017,216,1.06,77,333,247,0.05,1.23,24.4,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.27,-,12
7800402,Filé de frango,5.0,Frito(a),195.659,30.91,7.073,-,-,85,1.671,2.124,2.46,2.046,0.214,0.104,-,-,15,27,0.017,216,1.061,77,333,247,0.05,1.23,25.575,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.48,-,12
7800402,Filé de frango,6.0,Empanado(a)/à milanesa,211.837,31.369,7.117,3.392,0.135,85,1.678,2.128,2.478,2.063,0.215,0.104,0.014,-,15.667,27.978,0.047,220.8,1.268,77.089,333,251.756,0.056,1.261,27.081,9,9,0.1,0.138,12.683,18.794,0.602,0.34,13.067,0.2,0.482,-,12
7800402,Filé de frango,7.0,Refogado(a),195.659,30.91,7.073,-,-,85,1.671,2.124,2.46,2.046,0.214,0.104,-,-,15,27,0.017,216,1.061,77,333,247,0.05,1.23,25.575,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.48,-,12
7800402,Filé de frango,8.0,Molho vermelho,143.2,24.992,3.644,1.076,0.3,68,1.021,1.237,0.799,0.606,0.033,0.072,0.85,-,14.6,24.8,0.035,178,1.052,166.4,333,263.8,0.063,1.024,19.56,7.2,10.683,0.057,0.106,10.132,14.978,0.499,0.272,5.4,0.16,0.5,1.4,12
7800402,Filé de frango,9.0,Molho branco,170.99,25.507,6.097,1.851,0.043,74.833,2.548,1.869,0.897,0.682,0.054,0.169,1.033,-,34.879,23.912,0.024,192.493,0.918,82.517,333,227.654,0.044,1.073,20.689,27.897,28.281,0.071,0.136,10.033,15.121,0.488,0.362,6.796,0.387,0.281,0.004,12
7800402,Filé de frango,10.0,Ao alho e óleo,195.659,30.91,7.073,-,-,85,1.671,2.124,2.46,2.046,0.214,0.104,-,-,15,27,0.017,216,1.061,77,333,247,0.05,1.23,25.575,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.48,-,12
7800402,Filé de frango,13.0,Ensopado,195.659,30.91,7.073,-,-,85,1.671,2.124,2.46,2.046,0.214,0.104,-,-,15,27,0.017,216,1.061,77,333,247,0.05,1.23,25.575,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.48,-,12
7800402,Filé de frango,99.0,Não se aplica,173,30.91,4.51,-,-,85,1.27,1.54,0.98,0.74,0.04,0.09,-,-,15,27,0.017,216,1.06,77,333,247,0.05,1.23,24.4,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.27,-,12
7800602,Carcaça de galinha ou frango,2.0,Cozido(a),173,30.91,4.51,-,-,85,1.27,1.54,0.98,0.74,0.04,0.09,-,-,15,27,0.017,216,1.06,77,333,247,0.05,1.23,24.4,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.27,-,12
7800602,Carcaça de galinha ou frango,4.0,Assado(a),173,30.91,4.51,-,-,85,1.27,1.54,0.98,0.74,0.04,0.09,-,-,15,27,0.017,216,1.06,77,333,247,0.05,1.23,24.4,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.27,-,12
7800602,Carcaça de galinha ou frango,5.0,Frito(a),195.659,30.91,7.073,-,-,85,1.671,2.124,2.46,2.046,0.214,0.104,-,-,15,27,0.017,216,1.061,77,333,247,0.05,1.23,25.575,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.48,-,12
7800602,Carcaça de galinha ou frango,7.0,Refogado(a),195.659,30.91,7.073,-,-,85,1.671,2.124,2.46,2.046,0.214,0.104,-,-,15,27,0.017,216,1.061,77,333,247,0.05,1.23,25.575,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.48,-,12
7800602,Carcaça de galinha ou frango,13.0,Ensopado,195.659,30.91,7.073,-,-,85,1.671,2.124,2.46,2.046,0.214,0.104,-,-,15,27,0.017,216,1.061,77,333,247,0.05,1.23,25.575,9,9,0.065,0.116,12.421,18.438,0.6,0.34,4,0.2,0.48,-,12
7800701,Asa de galinha ou frango,1.0,Cru(a),290,26.86,19.46,-,-,84,5.45,7.64,4.14,3.57,0.15,0.39,-,-,15,19,0.018,151,1.27,82,333,184,0.057,1.82,22.2,47,47,0.042,0.128,6.648,11.431,0.42,0.29,3,0.4,0.27,-,12
7800701,Asa de galinha ou frango,2.0,Cozido(a),290,26.86,19.46,-,-,84,5.45,7.64,4.14,3.57,0.15,0.39,-,-,15,19,0.018,151,1.27,82,333,184,0.057,1.82,22.2,47,47,0.042,0.128,6.648,11.431,0.42,0.29,3,0.4,0.27,-,12
7800701,Asa de galinha ou frango,3.0,Grelhado(a)/brasa/churrasco,290,26.86,19.46,-,-,84,5.45,7.64,4.14,3.57,0.15,0.39,-,-,15,19,0.018,151,1.27,82,333,184,0.057,1.82,22.2,47,47,0.042,0.128,6.648,11.431,0.42,0.29,3,0.4,0.27,-,12
7800701,Asa de galinha ou frango,4.0,Assado(a),290,26.86,19.46,-,-,84,5.45,7.64,4.14,3.57,0.15,0.39,-,-,15,19,0.018,151,1.27,82,333,184,0.057,1.82,22.2,47,47,0.042,0.128,6.648,11.431,0.42,0.29,3,0.4,0.27,-,12
7800701,Asa de galinha ou frango,5.0,Frito(a),312.659,26.86,22.023,-,-,84,5.851,8.224,5.62,4.876,0.324,0.404,-,-,15,19,0.018,151,1.271,82,333,184,0.057,1.82,23.375,47,47,0.042,0.128,6.648,11.431,0.42,0.29,3,0.4,0.48,-,12
7800701,Asa de galinha ou frango,6.0,Empanado(a)/à milanesa,328.837,27.319,22.067,3.392,0.135,84,5.858,8.228,5.638,4.893,0.325,0.404,0.014,-,15.667,19.978,0.048,155.8,1.478,82.089,333,188.756,0.063,1.851,24.881,47,47,0.077,0.15,6.91,11.788,0.422,0.29,12.067,0.4,0.482,-,12
7800701,Asa de galinha ou frango,7.0,Refogado(a),312.659,26.86,22.023,-,-,84,5.851,8.224,5.62,4.876,0.324,0.404,-,-,15,19,0.018,151,1.271,82,333,184,0.057,1.82,23.375,47,47,0.042,0.128,6.648,11.431,0.42,0.29,3,0.4,0.48,-,12
7800701,Asa de galinha ou frango,8.0,Molho vermelho,236.8,21.752,15.604,1.076,0.3,67.2,4.365,6.117,3.327,2.87,0.121,0.312,0.85,-,14.6,18.4,0.036,126,1.22,170.4,333,213.4,0.069,1.496,17.8,37.6,41.083,0.038,0.116,5.513,9.373,0.355,0.232,4.6,0.32,0.5,1.4,12
